Data :
1784574657 2558460575281516756
1296983590 12989871235244381026
551790605 18329909528656298847
1104044352 2978237703549580637
1290692147 18152979399827682327
1493418213 17844820034412353969
427358834 5405667562217662133
446582966 6536933130626706896
1107889487 8709031153832425382
2083071731 12354965635549279805
1311664175 8786723060178746276
9673620 1566688006458910021
1346966490 3566266172489281623
932426726 5057783305246428343
368988134 4433829254811595554
1366889643 2665729109307154722
726554992 17843935168305018721
1040780422 7181796875234929633
1022255720 8984186015065771632
128863090 13914894217406372405
1908658049 5325586838004827559
496566320 9501611173791963265
1615404395 12792949448563120940
843297806 13497531832591894418
1871608374 11547821445483978193
2049168585 4471829432488273763
432952751 361063347590858489
894329355 5204978260936534389
717817903 4253864151130416547
1236866551 8058731344206525943
355357803 9983901081855324171
785626447 5561606155424972419
989051650 13220229024723503834
1070491702 12198523997001191196
297336524 15114762261316658768
965283921 6879186120598287350
2001633622 10240334783060157752
132010264 688640444557422880
13170987 10446784996232853038
1364794481 16623755890336071376
425264116 2609026474206692984
482237264 5451158301784936693
1281607046 15091122808694594277
1257140305 7331242907800701645
560531869 6453091735506268906
237568544 9578677071839079881
1932777784 8090305107678807144
1350115210 8372840229475012461
1579754897 8690042440567782067
535715877 7976527729051734047
761161238 16764044043918666440
386467631 4853752907533697115
1780733540 8126550724052280173
18415058 11808068130295625926
1832114260 2100420499034971223
1070493491 7111831684832286171
524181810 13035538884023371383
46727095 11728837210507089330
917051001 4778090312655297686
1515442445 16195198031793934547
918449426 13080274801466490550
2070492636 8105223263054267677
512647839 18088777278505957292
1200518406 12920498816831345133
463015088 6193325401186177087
1809745210 3235784060124527447
1407089357 6291225501873289720
1623796558 15035235118302599052
1595484861 12027357676645615666
623098975 8423843287409737167
1058610451 2010896971884510474
1261686248 13059980434455771732
755919839 6389959458518530359
1502161431 6521937876684434171
591991389 1628640457817061322
1406740389 2845821033862034202
788426053 3383995270325582951
701393736 2713756070972419746
644071201 8330147779151154022
701044277 7249178184613718773
1591291254 17183012312636051688
426665095 9893247546378823025
1563678628 2200659745959323362
1501812255 10170747951097392822
2116980955 796450449199728263
1391361584 15681803504732442171
370391350 5702471527949774359
1444839403 6065060560370219529
1399400820 1385026520162602729
525581704 15725978414993485544
571369840 8385416328416940647
1512997396 17558217707644309543
1050572405 14976792993128567688
279864012 12686188142016526439
1354312089 16295714680871589829
586399835 18158794570658523334
1522085518 1233933809116723365
540961746 9266524776831687987
134461071 468112534959134824
797864667 13438028573425796486
362003707 16771269591546342159
1048126524 7133050500400851852
1309922822 3381810340965995756
1573117177 10424715593810806048
553545015 14748643261146109298
753824409 12012802556875766258
147044420 2650609533319137338
308875813 17838392554739199583
1663295687 9509226565179849328
578012546 13235070294095121842
1704889766 7970185235228555871
904471427 1335956656081085219
1319710333 5868311309072840944
639179974 1149589357034585909
1027155846 7416653570730207167
1142150487 10590405168016647588
2119429866 17368396688092858014
141452821 16331981518972004152
1332643219 4238335022427691748
1944316688 742751862283708651
384374812 9191531611417336577
1400451745 4044156361801401118
1543408700 17188391357149178719
927191477 8667158389695628913
1667141605 9290009707144768023
52323786 4747697210535412744
1234076905 7345287854140272039
1426317203 6657003579211999669
1855187680 14080703981761715533
607723458 16902432252986927003
5487355 16062190253994228312
1138306579 8763047388180802931
67004349 4628015254172851434
1048478071 17173166752247151442
1273923597 15625292732051360540
464067994 2146324320955693550
413386552 12730455516460387526
787031629 5019068082376947877
1018418956 17716526603982115178
506360964 14096365410463512099
1141802384 14371006842992025117
451135741 10103854533764041676
1677628421 12738691333345458737
1578712310 9699135899278285761
1706988979 14147195837379236211
1358859426 1374297953025536066
2124674775 6946455984195175810
944669474 18212262138888202490
1131317433 12916802070109600954
300490181 11412497087323947669
1669590157 7572056419198491881
1520341858 3596782177662515110
1765360909 1391389705467401761
649319071 15517233356323772704
1300139700 4866560454549998609
69103356 13463700574072837036
1287906336 16724848582392854830
1848199188 10918310895582454178
540616203 7545078072764810497
988361220 10885968150333622542
790528566 13001872323932591914
1472107560 8363166479800796885
1784585517 12121805926525253741
1200525007 11978932210477723704
367600611 6222791342425909846
1267983950 2587976468065690993
1788081139 13236872602613084583
319016707 2180351646242202513
421777933 10202902490692156142
314473032 6877441838534497493
630795587 7121193132306393197
1588850984 8129843710474315307
1697204579 16194541412356804466
286161417 9880144244694929744
979973894 17679036641954844037
755227663 7610667976412581740
369698688 8548517972809056736
661554296 16074359748994098773
943273622 10140425024421462107
1389620517 5308440529713634474
87979534 17635279712713831608
1632891850 13375130190697759070
2003740864 6752496359639139364
15627559 17041264786445026766
1574520998 694184674656602340
1603182335 2189638490698538927
700352378 11861826466862024443
1143553511 492283192475318822
327756065 7288634615703759317
1400806085 3387645299327021276
313775308 12955657844615006235
258549988 6563221055846076468
623456971 17146487848773434117
192139838 16315463659728289111
1414088561 607248037440071121
1654563603 9074986459298749284
885253210 8114973785325241805
478752539 10821611099675038284
1557744518 943380030711460474
115593418 13011072689625288060
1214508416 10346426951027441986
1449041501 8117993315011206778
1621358870 15817053688823027508
1046036351 12366692891106333354
93923223 2653257769980250796
140759985 11471460173426980610
725170290 9257432635996287668
682528092 6240260644653000211
760822571 5886192569711928551
1182702489 14040862668739842270
1137613506 409875210874080382
2101960368 7476603800597965524
1697906423 11577570714112375447
344535391 8598560856669578887
253308679 3760171348580353062
367255009 14496627327035611099
827233431 9056984775754485937
611924395 10301298304026877734
1160682858 5937284685463679059
154043288 18372694131599364772
1356767991 6111732225971622351
446597979 7840787914340158383
1586757259 10117087701209418226
112799174 14061064520434214499
1292804579 8940960206836994211
1031008363 16201872579723707168
2110000279 982586796641527229
1238278586 1234518002867371397
1896439509 3470707927013020067
1207870062 10529128538305962077
1509512572 8426861856008363421
1482948524 6979092218976274613
2044289985 4265345122746138504
900635468 8443544180349078221
310632782 7082572143481366829
745794769 184028690797773553
1041145853 10934218834657386509
2099515641 15096033641451929612
727270034 3830230741294375751
107557545 15683511896591926215
119441510 10168082878156276641
1871274216 18144785129230467895
1511260813 2475605960631111367
1076797926 14464313020304516606
8641553 7011605957977988214
13884540 15922579365378589417
759077621 9558399058480038060
1328807738 15512522229050514115
1426675485 12780596323881046738
1959006130 2147246095191582304
615072282 17562038566307324813
640587820 13089982973405005471
615422036 13186085598763913714
611926792 13973483960379722990
1701055019 15046941521830952190
1643732506 18371723357190949049
667152352 15591701845119334919
1878615252 5766235102588526530
555303533 2487919843327373907
244223913 10003498271255468507
2126780021 12833476946741733033
956212000 7876039105425950166
842615668 288118375116578053
1068410550 3697991914463961437
1689171693 10212650823297788330
972640003 1835675961665781214
1701056020 13006234739952972945
518254483 6156470725340896424
1359218149 13499348607666971999
1104762037 8482004740824896673
1351179055 14227435203180571019
377744592 7411566816079631931
144260127 4472001693456982888
864287227 6277608070987531454
301897237 5650581725822824062
199485670 14016566942716046608
662959381 10879970093819673942
1298750231 4301534852491918166
1496582898 15589509699671175342
1245622069 5554707817633539863
1960406165 2270920327435386168
1349781622 12416018054115622050
1884908619 8592316256474916043
211020626 2558764782563591872
698961440 10294469218071812699
1168726629 7389952975364373590
848908826 4488947768400105532
689524234 9604902839890144073
1920211170 14750295632536063011
231293489 2305186623522754983
378095181 15361963384130264230
1629404232 10984052731107753079
614725420 2982649584125861176
1385084419 13120958537512899556
458137165 6812320152974409050
1364462523 10093062334886457086
1156144058 8235271552614252661
2028565158 252773710985317527
1384735284 9670802213890281937
51986415 9958469866289672783
979982431 15605058451203259519
1155095815 12062392704379293570
1071209250 1471325293694085821
815005713 16604649829765859888
1173271607 7075618077706162081
1584665699 25943241947427117
403611721 12815473333532681879
2041148852 17303014690062306138
1599346197 4713871797576313663
1605987416 17524288847995683
1214166932 2200608781396791600
1380891664 17131704616939115114
1559500317 6207514540672376373
2104064462 17623764100806825266
1462681439 4835313178671944671
567191643 17830676141549880814
603193046 9262288778923049427
43599357 10205999260010863637
768519765 1440969389106250103
1553558936 14655441753269841684
281627811 18032522965249103195
889107052 8773319561973719254
1409204307 11504606244024677707
459887181 600400157855417001
468275891 10352663757181580552
1704904808 6012577695331228100
1905533754 17131210611372722295
1542024989 1847535250204230367
950973723 18141041136538210920
1365863147 5571427003684139713
1529092583 16182882103331615381
2050238435 12064459778158479308
1604590759 11470013709077786440
1331959457 3695147978597899071
1643388681 4766366661215795853
611932644 1252291769660689134
2000256555 9554062860018892615
1132379368 9121104610841566125
1978935392 14439830110313067608
1557405049 2084361763736373727
1053386175 14371428466937064110
1025074543 6447755335139221200
1604940993 6287099832739258708
889807428 15072914545814581709
534337821 7641128562372677773
1645486338 9475402768761652949
1075756271 596803492351335057
233045138 17795856894827223494
1573483779 18376225563293227550
1535734811 13341386177349971000
164537792 9512566387791694582
308892752 18029664412033142786
702460909 1878542299220221084
1432973746 9832404107377198648
514065604 17628295148754632224
786697200 1627228669734802732
1121894292 4450007841855980513
1401516493 8761874592302468946
1781802635 5627946943296887772
1108961877 14233354300785250697
1548667699 8400479434685845700
374254894 3607135983523860236
271493824 4306603968511644189
1160692223 12671015166429053993
832136338 5836718046497338092
433675129 2660048034086004899
1619273104 7755265268227065935
1156148970 3901797576763477227
2121194927 11700530345429706957
1966703707 4607584351180923697
2076455461 10594986232579923001
1787396092 3612933288824788339
1085894088 17100257934510840754
228153341 3827127336101891980
2133079202 17005867372849107541
827243873 1112634301065691898
983133213 17458207181448883913
755940238 1637280142450812203
241085989 6486747917118727580
516513803 7231790009535432640
846467943 13258978069603322091
1732870356 12396048768553424543
246329192 17996653417284416782
1514415568 9820916784137989087
1094283449 11795686470055301783
617527972 13049156056226505935
1140421468 7233478274101758568
715745435 2547455133236075228
887713098 989799563064759311
210328986 14804896402293573927
2109312878 2568959161141671982
864295337 619162496933287786
712949888 13475850825855973982
417948590 14128955402687877857
1785650407 1358902110186314297
1056186368 14349958595418784357
1565098682 11491136462375961200
510923343 18334298344995614643
1698618585 16390212948488651161
1280583506 1244168933993292750
1588867044 17310263898114343923
999563444 17222769855699903539
694076447 16823783755918923114
632909179 14163845013767148849
382647379 12692910598709492479
944338414 15652943964978361371
1738115790 1625999896885088014
865345208 7982101642132570938
1432279121 8934455176163280822
645841892 4419112074512416596
764681323 6218124456522780696
214874316 17291099680118149510
228505918 14641720368672602220
78209196 1843853544266471414
509526377 13266621265135048406
1826197138 4133611993547137595
1692677641 3784223915999684335
2043253898 14998611099896267385
783556199 6742434815240749108
993622332 5169820806004220523
1704561640 11562104911791647849
1886665590 4583380790581064994
239341767 7922054298336535735
1944687309 11429357705914084634
492050343 2126388800170984890
920571322 5853898350834448973
1768175929 10450549169692649008
1456746863 17868967592741947439
537838733 8152641993029011670
851714623 574948718145717078
1537487939 11118224556277849054
14945507 4384953658809744226
142523331 2063681387145244355
1166639442 16076167616129548884
1836683981 10399787994741102034
761187355 14784929953975021380
1687435944 8312215303456329004
1147765242 7373540544559208254
1378453532 11490363317236943027
367969237 16118584052110389024
1698621065 14457411872593369841
1617181180 8653240889310733514
1456398486 6902830452330431197
1068073250 6665798442281288546
2106869567 5125200635213594577
315190816 8251049903537750968
517916894 3126127371757717212
684292179 14579596036914848220
2039061496 8769032495637447784
250178931 160590846413883148
1158950944 2689250116416028702
53744478 4042375005501724590
1340705423 3135749679806099840
72619054 14165081173953486566
1862550242 13769509594739622573
1910435538 13674816477047348340
1890162987 18212734846026846794
2014552 14660897728319998893
239343857 17515283116900803220
1662271016 10918794860050592629
604250771 17347239596190213800
1906590963 13260737847206828324
234800237 4020609326993704714
1778314704 9149807735619563751
1807325605 6367167655248844006
2024382351 840788362013222164
968808906 7838037326737702300
499043725 4448325952354939994
1127494490 14221666038536168253
263112615 909283626746066582
633262426 4625907372812391012
1490653901 6963134873573583522
524210107 13205293076998823999
38716220 16769481117217474516
589222369 6200384514012110863
541686653 17235487572526370202
2087997087 6218056847960942252
1653883779 10240965112966476358
873388536 2698071017318177850
1733576125 8771572497980086839
381952713 7712949422115869061
957275260 11592519198158004427
1717148471 10000659444824360693
488209229 4957748090951350912
166294279 15778711269095847038
1548326718 7755950393630045145
191460458 2564903939243390946
1470382202 1332619369370718488
8307994 6436585460288501542
125749340 15636395247371399064
223966646 6282391855251018152
1671360758 16004285459099840448
279891145 10116191338867677609
1528403973 10205955813619454679
152313631 6790469103174536100
1029977663 9191165872085999157
895409538 6166834672622032821
406070849 4139662888149928690
994675733 13504806575034066072
1564056326 17999244610404079952
1907642055 11076678214198919646
92545124 7088511012805731088
1859757096 2744441981622589728
790901604 15605396747679576314
898556249 2885052769083261905
210336466 3322559518108950331
1008308146 11459502498170959769
81011253 3760530231413309501
1243190749 6945498720286683078
1599709012 3877840707552063154
70525504 5671798859028277485
1344204341 2315885842250675752
1680450009 13191974042441901254
730084335 13007964652226117888
1903798292 12811195523699004568
1533998161 7833203686170035514
457453089 17572442936314340296
1164897093 11384424530134011700
254028034 11785569439031766730
1329524707 14603222012338761821
436132033 11690610187002679931
683947174 86347632552586264
1055844629 16037706985042804899
1704917511 4675567777479672151
1150566716 7782058145542356478
790203881 12589283846451951567
1449762625 18444183708518433607
2126448368 13290756133077040332
19146072 14965369393955388385
647247342 8854112609792473518
2132040931 6991370502171883202
1412713304 4973754209494449994
168744425 17952550134534933375
1364129048 5428018782388634485
680453029 6865620072278274426
933511147 4810525100068247304
1130644752 13159635488606072854
1369022698 9969278119411469767
955182002 13591338922396822510
29982302 6799057209258183949
1414461426 17705676514915589799
2067728693 16656554990457151614
1068429095 17165707738474563508
1014252351 2287932515133760701
2071573548 4803236192875904600
1825156583 16975337113308229348
429492661 3129280960491505498
1915684312 9315269459635590021
1527359093 14572096452294185476
1929315916 9534245282550478660
1190763972 5404392651630248352
758048812 3126196132543804810
91499575 1113690172941126402
1027534773 3837860735829693070
1065283791 2949589087967654480
1106178619 3981291275036754296
775175973 5575027456577583613
1464444588 16117916092230171854
1181327233 7082138080775403563
81014208 4553564415656496180
1884576992 9063195255636035269
1346653946 13995808856695091460
367277467 3026249683729363271
67732259 1200975029839643483
1538195159 1578125781783006587
2044311415 10848434547984167760
872345315 17103547454128407373
322188902 6978953522913230172
1722396857 1673472006539747180
549382087 1983964889918355862
13905800 7330669586239285945
1686046173 5632470097988080827
1860460690 17106170182215204230
1304362282 4744089734120944263
665076263 16333178945847085352
336520289 9649864943714214781
1829353016 16186089282936502117
1361335475 14133378159189031082
921979260 15045059613145045912
4469164 16838510944131826461
1370772983 12837934818700376731
1469689392 13847865038725345686
1698280519 11902191360087018387
1652841998 12676263011128279674
943300855 15617792479945453544
233410182 10738948516861494364
1135541169 11995422058964184420
1110724858 2418568985982199701
1513730315 15974088449859102180
1112472675 11491923993968614514
992235255 13545148013228591568
266965471 15849497688909142173
1895414890 3595148272581267399
1594471904 825246768088463301
1629424814 6347053875036516825
1916037576 16976424510472895428
1174339946 18165643690640610949
1888425105 14452981204045566621
1182728790 15622374691209520280
2146027087 9743241729975030283
126805771 4390033789654588426
1083812578 8451036904254002962
1830753315 17984987795893865512
2062490160 10764900094619630308
370426771 12040392315465235655
154069256 17658957301398289962
1581889893 17121607292835504107
303317773 1470801405021919132
328483774 13732422435749119036
716809032 12691656928190588315
1172593128 9887963124478623270
1158612069 16018002217436049233
1094648520 12081901953400460294
902408315 8729419014669766135
270462386 4022820318953930075
1066686481 3031159551682390668
1057249260 11836781696045374287
2086258815 6924745857631003891
1115270976 6123778783374321841
1489615256 3189834683594556571
623136452 10960325091005050421
503947537 17033318761824070382
141836884 2103360930945290565
81368608 3899709835338964733
254384920 3117906912701666372
1449420048 16725237413146376209
1276403975 10625667614321609572
1209294734 14454037518377736160
100942609 13030484740294664482
1353649787 10456138993169277952
342466333 18210331832425191474
917089878 9500729811876854342
1236558257 13674020834632655389
2136592056 7718567397748849889
689198043 5308170868203579550
410974189 9957243839662905794
801746242 17277030250245609153
729394038 3455457446224164616
155120082 14007604542894798768
26843480 3056177379224910356
2112824695 8440112212951909417
1175391498 16166727349414177160
754909725 6934191255833315727
1614049122 4571514680883849349
1682906127 5767016901620398514
1614049288 12585887615985934830
401537841 2894960200482506712
686752437 12177898501973951267
1993986117 15895470038642985346
1878641988 929699570964526371
351555632 4941717553706683627
833554322 2712336327045338689
1451169714 15609296020560121729
1374623243 14319739853703286823
457113179 16545083480242638502
480182009 2778543603031747851
1456412887 14233432948076831865
2069135092 11895843540849891329
1621739754 15920304433585400043
1370079852 17116483378515550824
1560921996 7466584732694213848
1949247466 5275149304825391492
104790043 8345483601575353610
1104089789 11310511789225056450
993639136 11541940420186363519
636072352 11242945950100641630
89760652 8449180782448961057
1863963094 14335742790936636385
2013211462 10993136672199321850
1711918680 16857928801954305522
1196715174 11267373673941811245
629082285 2158952914397383980
77178138 4290990876842920634
17408927 14986348802450747474
751067512 3565591849637259692
1135547988 16183808907620130450
1015660044 2862501641937918764
498359135 582616226805855454
1291437515 10839221584071506938
1134499684 17364354865179818272
1695142211 375481054197834119
1110382538 10392460644510516510
1472143766 14826992456760332334
1944006129 11169603425635644238
334081698 17229896195362327410
193222054 5551390055157476333
518282858 154105571766687193
1347362599 10289647199589386180
728698748 7678825427406525597
1225377657 7549162263134524617
462009356 18128701698586605008
297381878 16008543169692593685
94306313 6006389651705399787
237263160 12965609587971506786
1978260473 3612027870862437980
799653227 9620817208555658686
189727491 14961067474940336346
566518344 7435748649519176067
539604739 8446385985143684138
257885457 46982342797082996
221534653 14193956402160578945
2077526670 14176346721912234026
859422780 9109639866322634912
1111432248 8904762962047286940
415872247 6514808691017794599
213845552 1758342215852223768
383716062 10450485900858722313
481933477 15563584612319412940
962184496 15119372468077559315
686407305 10132477234667784342
2022302100 13489221855641897591
344219802 15315529864757733380
1227476237 7580644480586388853
516537085 11443208380725549918
1088014834 15627519783988338630
1216990548 3821701312927543409
700039138 6567964665095763774
784275372 13411430101400765311
465506215 11781971966719265843
1193223016 2962842110341910766
1331636042 3154818476425046085
552538877 8421979222166346647
1860121879 17535521646146078089
821325654 13710780750573594393
492769999 3946919104868447483
479487961 16979099222706899751
1716815928 17271216907202217910
1512342268 8034842154354465143
117377353 13311196134540086108
1228875541 2832057834321270886
871308789 3279931978882222485
1413775823 16180825438207921570
249499278 18143866593424009595
794762445 565605334927865034
1446282027 12360037654971124657
604269884 10895082477016751713
1598676213 12402163300318303390
1392454947 4182583969560059501
1161766692 1608574793684870037
1992594004 12645439398656588189
401544204 7431920707233276458
1872356799 10946680654921183696
989799473 1690567501313057801
495916884 468816826022534362
229926334 4322046784670538455
1429155794 7161535142083059616
515840025 3357628787559028293
21607929 16808311608437961148
1693398817 10175420586377956629
252645802 14201037315121877948
1327793074 6898837689552996389
675224982 4100642528980419256
942963263 18360864979698303276
1770994354 8180477048352908609
205460071 12159235372691842926
379525060 12296025726438890908
813288972 18036746197452716582
651807284 5133234084095906741
1123669641 2777694762575855600
138700677 11602923579236371706
364495637 12266499339957063001
1553239234 5288390672343133906
431954496 5916004677196674148
1649708898 14073927791786987563
868864274 11285867221990364214
1074386543 13147612675339608876
2062151778 9642818437615953202
1390359817 12228234686264968591
156177679 10151379660256024268
829368016 18311294361832445635
1313813429 14063991296002911431
2106542246 8096107234058449791
1424264285 14340939593643713096
268725887 11185808380633568125
582252342 17758454774515814831
458519574 11235042690126018650
1727654552 17343338601725926221
1400846187 13534795951022015240
157925947 7819347771895209464
657051503 1397301954364903478
1452227079 13360642980732863113
1410283807 2323507364480961750
91865450 3377745259309188744
2015665804 17158376458244667964
1021609176 7905732686854794050
1736043791 16246439009955527034
646566134 17042710854934051505
550446213 2729801294502596624
691306017 17757345957492624521
1721364093 5092832496598391500
1361700266 8111643389512745862
1099554536 14644506005399761965
1095360309 4569878958793238203
463763927 9432848385738000507
176801713 12147862999927000533
1546600822 17026913029358862524
130664409 18396039358388168591
196375878 6132094102012781237
1473550095 2356500931122458478
1821330126 16077436777174493766
344575763 10376616198546488325
1889488051 381839442717553760
1636080750 9568411884976163865
594488454 10008709312182634927
1904518261 3061039920685421526
653209305 18381070288282672426
777990699 15402507394644972965
446288980 8564487867671570679
46079990 12637892520564522822
892286502 8340258331005495454
436852020 11837492398928345080
1512348725 17940253494813906263
1299136996 8999433563719560513
315566165 10386405976640871450
1892635016 336182268172520629
574216666 6629784597568139456
718571618 4686490683367185436
754922566 14525430006245090845
2124721554 14458555250295830636
855586670 2669937824069318530
883199433 14693780144872772427
170862063 16302441064718618810
862227819 8627727223325295803
471106393 8682646327366174313
276419603 275587971101407550
113190211 10664253208973345856
836712513 843617354384444525
1313468264 11061308051566514917
669638318 8081292937460889864
1458871893 10641441683068910929
1945414460 12021265187584267817
1321158060 14478606858050804074
535769434 11647485019635777565
1094664198 16202429075599430700
1841255369 15223511008844513180
236224384 7845476425911611504
991204310 18438528141792180567
1879703661 6260999320698455764
1015321742 6729362400634737969
688513400 8989574153872698522
158629490 16693499940262634713
997146488 6154840375660260976
609520499 2370630845660047894
1004836378 15177645775191328884
1450134653 7877617964415488594
1584702817 12144542991471529154
2118082200 8211389721587798869
1118083561 8963916180819463837
745836628 5644046194067209974
1422871804 17705137976564195719
1427765194 6339038681092517904
361356323 2283215964428870046
509206844 10913793321685592168
378483509 9185558622524204901
788479605 16298848488937866186
1517244859 2341763204709592699
759818483 1329704171833960096
66705123 4568358971697136
1644123485 2857257400907677866
1257545892 2447017251233838915
1917454168 16481076089132898136
1194281439 17494810518779344074
1273973750 1742356268153409810
1886346231 2334800412987392107
195680928 9033908712471899553
893338258 16823213481894067948
907319398 16402987040893649358
1268032017 9833522581117088259
808403148 17343550587661486835
590297890 18109530850882223475
1559887648 663166110406257170
70899865 8644792512157814494
2069499114 13843576861657046567
2080334588 10317416493119298683
221896016 11799962772540698925
1287605928 6576777513650615852
2131365724 14518205547963710720
1683970386 10780352560413854622
1996797696 17459610145233740116
1020916466 10978925308139260717
1865025824 1417527678153525257
1913959709 6383129507394512303
1196728966 3143817326302000823
1993302686 4321772700460014822
393165054 1439549103744371914
639232580 12288566940503372044
258247520 17652828624596458612
1309976298 7186155990934909225
46084264 6724988703226048260
885999456 9860334016730177091
1372891504 6765835973794142075
105154684 7084227738097504787
564783579 8080770300641887526
305434151 2436554352472264072
1472856633 10731063641846672522
630844516 7052785916231817411
1805956606 14039001717201950038
669991969 18253316734168019776
599037856 10396863663267858157
1155136415 5069127200188934259
101660040 6429856847983741214
546259536 15182935353348854617
1519694138 16957341139287477016
7287930 10780352443257697749
1132767024 6818779762436249468
672089579 10475994629365682521
130321909 4809913081802561636
701799830 15324499571220589389
228888920 5240493385154523727
1157584021 5442269162026357311
1585405908 12784761775851090539
1652515270 17970002640370548328
1658806770 16179481047047165233
1918855364 113093732473719115
2119134775 12763348942124152961
386875717 11005749926872743045
1614416945 16254549012282595477
1942623521 11879996628305146886
866427883 18438954973353003263
1884252456 17340926083413108049
435460305 14846342724770752626
1970935485 6993816822278337973
1328853197 4914057255482641856
1486140652 2313832952689759272
708092196 3851955807719685584
340738647 13622149367829046744
472510603 16341873002108596280
1252656532 12624547876986109045
33504042 17960640730687222693
865379891 2667269445647423761
687819850 17534242855551059774
151294888 16253746415257251769
1111796923 11434843926247181803
12882073 3294576050065965882
496977938 16356916332206013978
753880869 8921874534998146582
1678032126 15734464755933699147
1137662372 1468306275231219728
156538229 8582639667826544431
1272230697 14158401801816957940
1000647791 7032638996886295800
560243179 83059030556906545
307534698 16642312789259846487
1823436290 17984139204162384747
230289216 12148704256349719145
850700843 13132457190568861046
639586238 15777515261812403452
1552552660 8818440642162508520
1505366504 5198206300401964086
258601318 7419172062079484886
1955907756 13271173194742093333
683976612 16665825973758090511
986667604 10533340903861493575
1175063029 17542355642909305946
892644760 4936121956910331661
468318318 5959059963984704175
78245477 1983903194481317112
682578926 2001086050324031771
430220156 5521956393966754177
581565698 5237595429534235063
515505018 10806550301406948726
627353997 18201228188199723720
1264892486 18234974122389397061
347731933 15486967757520714465
1356468984 12164095291415977805
564788927 131306921042404445
2030358513 16378769585390814044
1012534167 16348385099859609814
1474609895 10502588176370555560
1545564043 13727087414453952928
603587010 264321874451445352
1456784110 4838538860332856267
165279427 2135578305915317891
2111099983 8674672334471694319
1718580493 10780992550993980197
636442953 16149677822307618565
1958706201 10431212240937052119
1934588874 3687662215780521051
1246718505 10594430270571852842
1314876534 13627010391788768962
966048068 13348014559222279034
1389326364 1823084547737456553
1209669218 4467607864166030643
818198302 8867110322581236260
324315716 11570277204259052541
1475659872 5282008557843645497
49936609 278702198226159548
706699107 12537673098875121943
1926201346 10907645912796424530
1028963878 7464368273982594725
743749376 16746751323123428086
831481012 1989303142078770006
1643433810 5006161907140481799
1338645815 16913517917657622468
1093627101 7431089925468342295
2401968 8145075410345024210
574928459 3488263456633728552
311035113 2998831788711567829
798975751 16179700499239153830
1386531800 11889821653311059862
911174232 14858408580215032879
221905697 11323222123781785840
449797814 6461677940375375337
61472598 16355228549722813781
1352977437 13392866618158813280
217362059 14193418793301886626
868182771 18383982753616276474
22325858 18164071503172420328
1871327271 17667832466511878756
322220804 4428460315530436342
364513903 974404138889420043
1361017394 9252131189671126564
1243925648 1480651721442285370
816453379 17213143653642368670
241480434 18322019117021308811
1594851602 6209727207394424797
872377958 7878374662723980423
246024427 18061323978012401857
1955214769 9123860411190451535
194644029 3171505931019784279
256859956 9225183093309400158
782549583 10208348870645767728
1559549600 1630920546286083810
345989700 6608657168520234909
624213751 8599691039481646557
79999291 2154087240247806306
1488246263 15896629349629075356
1704953536 10779150068206271638
852805225 1367551967131865472
2115998335 7191773108003706384
797929591 8640357858759220163
1250917497 16853347250063273612
2099221270 16499073873612422007
1519354897 5442468440787102272
992966330 6650502868203085033
1841619551 3905615682924940765
1748994731 2527133407102112004
477762650 13653794904808463157
1107611667 537327153372239380
354379565 13810342284603563550
1313483484 2558202635127693374
182062511 3322785153871445265
1628058647 10248433136971266212
1850707890 7898705872019606258
1524598655 2436641759937814355
982131731 2897441891616726772
1370806552 11080398451849370527
1336552876 11327130575665542144
772065744 17297468636830580868
936693401 3082449592579178671
2011491086 7235545986806512191
942985027 5424086080350652321
993317069 4549266691492028850
198491167 233014305501503729
164587252 4541829104290778257
783251262 261079687508904007
724181171 6024795562732035737
2051687411 2106550725028480368
1958713172 6679385543327703339
1775211452 16308500913483322306
237639307 432353815356879761
108314086 8906228465382806418
580176512 868861352030364357
587167081 2509702556527800303
1095030892 1596707455058300414
396674618 10090198101007257585
383392580 15501932607719834017
768222545 12505035361416335113
1988773172 16923608280670035029
2047493849 4116198034115736574
1439665264 756192055088692060
1695869073 1258970380627170749
1176121435 9308276460696448025
1079651983 17593706138022637545
900693928 6754159835591681667
2072660288 4318691186684576861
2109710381 5574686974659022172
92586243 12894749693660126654
898947015 15251557425461015932
695871490 17216033541549802437
992620594 5634723372596963546
2128585543 4751319710615590655
1505377764 10392832755466644592
1708103824 277437158507978059
1853157812 4347792111943195155
565148365 14756593108720600374
2128236208 6946094712572674812
259661309 884875844803397499
1225406257 2904596544570521295
1080002887 10369826413929148211
1505727614 13642154546670435304
1983531947 987493026629579227
1770669633 306208725111007569
1796185346 13534290361526175942
1426385141 4454161279728389612
1890208385 9426342748954635355
1232397386 10274919253665440588
1103072192 16534888945065438125
1392131709 3960690762953831326
469728277 9618992412908632049
994718842 302054043821793663
652880795 14895673467001188791
1494893045 1247611527779681649
890559863 4900440185161739025
110763849 16581173324781126178
1736067675 9988729816614978081
2050992378 12712199129580768126
403668839 3796298757959449652
588569030 9845383786779244592
792343683 8936360661654439685
2128937497 6830906857519323336
1181717584 15829887321608619017
387940256 11499755623616183459
1904890334 7487137343081563015
1138376211 14744239031910958022
1243234608 15557595191231682925
63229300 11077635671489753398
746206550 14005888031462805928
229604677 14945583496063016593
144669461 3524290665386329012
1574587236 3665429891975143130
483361958 9054282028687220537
1111463296 4838555998595605043
